ApprovedSymbol	ApprovedName	Class	UniProtID	HGNCID	Taxon
LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	receptor	Q8NHL6	6605	Theria
LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	receptor	Q8N423	6606	Theria
LINGO1	leucine rich repeat and Ig domain containing 1	receptor	Q96FE5	21205	Euteleostomi
LMBR1L	limb development membrane protein 1-like	receptor	Q6UX01	18268	Bilateria
LPAR1	lysophosphatidic acid receptor 1	receptor	Q92633	3166	Chordata
LPAR2	lysophosphatidic acid receptor 2	receptor	Q9HBW0	3168	Euteleostomi
LPAR3	lysophosphatidic acid receptor 3	receptor	Q9UBY5	14298	Euteleostomi
LPAR4	lysophosphatidic acid receptor 4	receptor	Q99677	4478	Tetrapoda
LPHN1	latrophilin 1	receptor	O94910	20973	Chordata
LPHN2	latrophilin 2	receptor	O95490	18582	Chordata
LRP1	low density lipoprotein receptor-related protein 1	receptor	Q07954	6692	Bilateria
LRP11	low density lipoprotein receptor-related protein 11	receptor	Q86VZ4	16936	Euteleostomi
LRP2	low density lipoprotein receptor-related protein 2	receptor	P98164	6694	Bilateria
LRP4	low density lipoprotein receptor-related protein 4	receptor	O75096	6696	Bilateria
LRP5	low density lipoprotein receptor-related protein 5	receptor	O75197	6697	Bilateria
LRP6	low density lipoprotein receptor-related protein 6	receptor	O75581	6698	Bilateria
LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	receptor	Q14114	6700	Euteleostomi
LRRC4	leucine rich repeat containing 4	receptor	Q9HBW1	15586	Euteleostomi
LRRC4C	leucine rich repeat containing 4C	receptor	Q9HCJ2	29317	Euteleostomi
LSR	lipolysis stimulated lipoprotein receptor	receptor	Q86X29	29572	Theria
LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	receptor	P36941	6718	Theria
LY6G6C	lymphocyte antigen 6 complex, locus G6C	receptor	O95867	13936	Theria
LY96	lymphocyte antigen 96	receptor	Q9Y6Y9	17156	Theria
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	receptor	Q9Y5Y7	14687	Tetrapoda
MAG	myelin associated glycoprotein	receptor	P20916	6783	Theria
MAGED1	melanoma antigen family D, 1	receptor	Q9Y5V3	6813	Euarchontoglires
MARCO	macrophage receptor with collagenous structure	receptor	Q9UEW3	6895	Theria
MAS1	MAS1 oncogene	receptor	P04201	6899	Tetrapoda
MC1R	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	receptor	Q01726	6929	NA
MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	receptor	Q01718	6930	Amniota
MC3R	melanocortin 3 receptor	receptor	P41968	6931	Mammalia
MC4R	melanocortin 4 receptor	receptor	P32245	6932	Euteleostomi
MC5R	melanocortin 5 receptor	receptor	P33032	6933	Euteleostomi
MCAM	melanoma cell adhesion molecule	receptor	P43121	6934	Euteleostomi
MCHR1	melanin-concentrating hormone receptor 1	receptor	Q99705	4479	Euteleostomi
MCHR2	melanin-concentrating hormone receptor 2	receptor	Q969V1	20867	Mammalia
MERTK	c-mer proto-oncogene tyrosine kinase	receptor	Q12866	7027	Chordata
MET	met proto-oncogene	receptor	P08581	7029	Deuterostomia
MFRP	membrane frizzled-related protein	receptor	Q9BY79	18121	NA
MLNR	motilin receptor	receptor	O43193	4495	Euteleostomi
MMP24	matrix metallopeptidase 24 (membrane-inserted)	receptor	Q9Y5R2	7172	Bilateria
MOG	myelin oligodendrocyte glycoprotein	receptor	Q16653	7197	Amniota
MPL	myeloproliferative leukemia virus oncogene	receptor	P40238	7217	Euteleostomi
MRC2	mannose receptor, C type 2	receptor	Q9UBG0	16875	Deuterostomia
MRGPRX1	MAS-related GPR, member X1	receptor	Q96LB2	17962	Euarchontoglires
MRGPRX2	MAS-related GPR, member X2	receptor	Q96LB1	17983	Theria
MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	receptor	Q04912	7381	Deuterostomia
MTNR1A	melatonin receptor 1A	receptor	P48039	7463	Euteleostomi
MTNR1B	melatonin receptor 1B	receptor	P49286	7464	Deuterostomia
MUSK	muscle, skeletal, receptor tyrosine kinase	receptor	O15146	7525	Deuterostomia
NCR3	natural cytotoxicity triggering receptor 3	receptor	O14931	19077	Eutheria
NCSTN	nicastrin	receptor	Q92542	17091	Bilateria
NEO1	neogenin 1	receptor	Q92859	7754	Euteleostomi
NGFR	nerve growth factor receptor	receptor	P08138	7809	Deuterostomia
NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	receptor	Q00994	13388	Eutheria
NMBR	neuromedin B receptor	receptor	P28336	7843	Euteleostomi
NMUR1	neuromedin U receptor 1	receptor	Q9HB89	4518	Amniota
NMUR2	neuromedin U receptor 2	receptor	Q9GZQ4	16454	Bilateria
NOTCH1	notch 1	receptor	P46531	7881	Bilateria
NOTCH2	notch 2	receptor	Q04721	7882	Bilateria
NOTCH3	notch 3	receptor	Q9UM47	7883	Bilateria
NOTCH4	notch 4	receptor	Q99466	7884	Bilateria
NPBWR1	neuropeptides B/W receptor 1	receptor	P48145	4522	Euteleostomi
NPBWR2	neuropeptides B/W receptor 2	receptor	P48146	4530	Euteleostomi
NPFFR1	neuropeptide FF receptor 1	receptor	Q9GZQ6	17425	Euteleostomi
NPFFR2	neuropeptide FF receptor 2	receptor	Q9Y5X5	4525	Euteleostomi
NPR1	natriuretic peptide receptor 1	receptor	P16066	7943	Bilateria
NPR2	natriuretic peptide receptor 2	receptor	P20594	7944	Bilateria
NPR3	natriuretic peptide receptor 3	receptor	P17342	7945	Chordata
NPSR1	neuropeptide S receptor 1	receptor	Q6W5P4	23631	Amniota
NPTN	neuroplastin	receptor	Q9Y639	17867	Euteleostomi
NPY1R	neuropeptide Y receptor Y1	receptor	P25929	7956	Chordata
NPY2R	neuropeptide Y receptor Y2	receptor	P49146	7957	Euteleostomi
NPY4R	neuropeptide Y receptor Y4	receptor	P50391	9329	Amniota
NPY5R	neuropeptide Y receptor Y5	receptor	Q15761	7958	Tetrapoda
NRCAM	neuronal cell adhesion molecule	receptor	Q92823	7994	Bilateria
NRP1	neuropilin 1	receptor	O14786	8004	Euteleostomi
NRP2	neuropilin 2	receptor	O60462	8005	Euteleostomi
NRSN1	neurensin 1	receptor	Q8IZ57	17881	Euteleostomi
NRXN1	neurexin 1	receptor	P58400	8008	Bilateria
NRXN2	neurexin 2	receptor	P58401	8009	Bilateria
NRXN3	neurexin 3	receptor	Q9HDB5	8010	Bilateria
NT5E	5'-nucleotidase, ecto (CD73)	receptor	P21589	8021	Euteleostomi
NTRK1	neurotrophic tyrosine kinase, receptor, type 1	receptor	P04629	8031	Euteleostomi
NTRK2	neurotrophic tyrosine kinase, receptor, type 2	receptor	Q16620	8032	Euteleostomi
NTRK3	neurotrophic tyrosine kinase, receptor, type 3	receptor	Q16288	8033	Euteleostomi
NTSR1	neurotensin receptor 1 (high affinity)	receptor	P30989	8039	Amniota
NTSR2	neurotensin receptor 2	receptor	O95665	8040	Eutheria
OCLN	occludin	receptor	Q16625	8104	Euteleostomi
OGFR	opioid growth factor receptor	receptor	Q9NZT2	15768	Euteleostomi
OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	receptor	P78380	8133	Eutheria
OPRD1	opioid receptor, delta 1	receptor	P41143	8153	Theria
OPRK1	opioid receptor, kappa 1	receptor	P41145	8154	Chordata
OPRL1	opiate receptor-like 1	receptor	P41146	8155	Euteleostomi
OPRM1	opioid receptor, mu 1	receptor	P35372	8156	Euteleostomi
OR1E1	olfactory receptor, family 1, subfamily E, member 1	receptor	P30953	8189	Eutheria
OR1G1	olfactory receptor, family 1, subfamily G, member 1	receptor	P47890	8204	Homininae
ORAI2	ORAI calcium release-activated calcium modulator 2	receptor	Q96SN7	21667	Bilateria
OSMR	oncostatin M receptor	receptor	Q99650	8507	Amniota
OXTR	oxytocin receptor	receptor	P30559	8529	Euteleostomi
P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	receptor	Q99572	8537	Amniota
P2RY12	purinergic receptor P2Y, G-protein coupled, 12	receptor	Q9H244	18124	Mammalia
P2RY14	purinergic receptor P2Y, G-protein coupled, 14	receptor	Q15391	16442	Tetrapoda
PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	receptor	P16234	8803	Euteleostomi
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	receptor	P09619	8804	Euteleostomi
PECAM1	platelet/endothelial cell adhesion molecule 1	receptor	P16284	8823	NA
PGRMC1	progesterone receptor membrane component 1	receptor	O00264	16090	Eukaryota
PHEX	phosphate regulating endopeptidase homolog, X-linked	receptor	P78562	8918	Chordata
PLA2R1	phospholipase A2 receptor 1, 180kDa	receptor	Q13018	9042	Deuterostomia
PLAUR	plasminogen activator, urokinase receptor	receptor	Q03405	9053	Eutheria
PLD2	phospholipase D2	receptor	O14939	9068	Opisthokonta
PLGRKT	plasminogen receptor, C-terminal lysine transmembrane protein	receptor	Q9HBL7	23633	Deuterostomia
PLSCR4	phospholipid scramblase 4	receptor	Q9NRQ2	16497	Eutheria
PLXNA1	plexin A1	receptor	Q9UIW2	9099	Bilateria
PLXNA2	plexin A2	receptor	O75051	9100	Bilateria
PLXNA3	plexin A3	receptor	P51805	9101	Bilateria
PLXNA4	plexin A4	receptor	Q9HCM2	9102	NA
PLXNB1	plexin B1	receptor	O43157	9103	Bilateria
PLXNB2	plexin B2	receptor	O15031	9104	Bilateria
PLXNB3	plexin B3	receptor	Q9ULL4	9105	Bilateria
PLXNC1	plexin C1	receptor	O60486	9106	Euteleostomi
PLXND1	plexin D1	receptor	Q9Y4D7	9107	Bilateria
PRLHR	prolactin releasing hormone receptor	receptor	P49683	4464	Euteleostomi
PRLR	prolactin receptor	receptor	P16471	9446	Euteleostomi
PROCR	protein C receptor, endothelial	receptor	Q9UNN8	9452	Amniota
PROKR1	prokineticin receptor 1	receptor	Q8TCW9	4524	Euteleostomi
PROKR2	prokineticin receptor 2	receptor	Q8NFJ6	15836	Euteleostomi
PTCH1	patched 1	receptor	Q13635	9585	Bilateria
PTCH2	patched 2	receptor	Q9Y6C5	9586	Bilateria
PTGDR	prostaglandin D2 receptor (DP)	receptor	Q13258	9591	Eutheria
PTGDR2	prostaglandin D2 receptor 2	receptor	Q9Y5Y4	4502	Mammalia
PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	receptor	P43119	9602	Theria
PTH1R	parathyroid hormone 1 receptor	receptor	Q03431	9608	Chordata
PTH2R	parathyroid hormone 2 receptor	receptor	P49190	9609	Mammalia
PTPRA	protein tyrosine phosphatase, receptor type, A	receptor	P18433	9664	Bilateria
PTPRB	protein tyrosine phosphatase, receptor type, B	receptor	P23467	9665	Bilateria
PTPRD	protein tyrosine phosphatase, receptor type, D	receptor	P23468	9668	Bilateria
PTPRF	protein tyrosine phosphatase, receptor type, F	receptor	P10586	9670	Bilateria
PTPRG	protein tyrosine phosphatase, receptor type, G	receptor	P23470	9671	Deuterostomia
PTPRM	protein tyrosine phosphatase, receptor type, M	receptor	P28827	9675	Deuterostomia
PTPRS	protein tyrosine phosphatase, receptor type, S	receptor	Q13332	9681	Bilateria
PTPRU	protein tyrosine phosphatase, receptor type, U	receptor	Q92729	9683	Deuterostomia
PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	receptor	P23471	9685	Deuterostomia
PVR	poliovirus receptor	receptor	P15151	9705	Catarrhini
PVRL1	poliovirus receptor-related 1 (herpesvirus entry mediator C)	receptor	Q15223	9706	Euteleostomi
PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	receptor	Q92692	9707	Euteleostomi
PVRL3	poliovirus receptor-related 3	receptor	Q9NQS3	17664	Euteleostomi
PVRL4	poliovirus receptor-related 4	receptor	Q96NY8	19688	Mammalia
QRFPR	pyroglutamylated RFamide peptide receptor	receptor	Q96P65	15565	Euteleostomi
RAMP1	receptor (G protein-coupled) activity modifying protein 1	receptor	O60894	9843	Euteleostomi
RAMP2	receptor (G protein-coupled) activity modifying protein 2	receptor	O60895	9844	Theria
RAMP3	receptor (G protein-coupled) activity modifying protein 3	receptor	O60896	9845	Tetrapoda
RET	ret proto-oncogene	receptor	P07949	9967	Euteleostomi
RHAG	Rh-associated glycoprotein	receptor	Q02094	10006	Bilateria
RHBDL2	rhomboid, veinlet-like 2 (Drosophila)	receptor	Q9NX52	16083	Chordata
ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	receptor	Q9Y6N7	10249	Bilateria
ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	receptor	Q9HCK4	10250	Bilateria
ROBO3	roundabout, axon guidance receptor, homolog 3 (Drosophila)	receptor	Q96MS0	13433	Bilateria
ROBO4	roundabout, axon guidance receptor, homolog 4 (Drosophila)	receptor	Q8WZ75	17985	Euteleostomi
ROR1	receptor tyrosine kinase-like orphan receptor 1	receptor	Q01973	10256	Bilateria
ROR2	receptor tyrosine kinase-like orphan receptor 2	receptor	Q01974	10257	Bilateria
RPSA	ribosomal protein SA	receptor	P08865	6502	Cell.Organisms
RTN4R	reticulon 4 receptor	receptor	Q9BZR6	18601	Euarchontoglires
RTN4RL1	reticulon 4 receptor-like 1	receptor	Q86UN2	21329	Euteleostomi
RXFP1	relaxin/insulin-like family peptide receptor 1	receptor	Q9HBX9	19718	Euteleostomi
RXFP2	relaxin/insulin-like family peptide receptor 2	receptor	Q8WXD0	17318	Euteleostomi
RXFP3	relaxin/insulin-like family peptide receptor 3	receptor	Q9NSD7	24883	Chordata
RXFP4	relaxin/insulin-like family peptide receptor 4	receptor	Q8TDU9	14666	Catarrhini
RYK	receptor-like tyrosine kinase	receptor	P34925	10481	Bilateria
S1PR1	sphingosine-1-phosphate receptor 1	receptor	P21453	3165	Euteleostomi
S1PR3	sphingosine-1-phosphate receptor 3	receptor	Q99500	3167	Theria
S1PR4	sphingosine-1-phosphate receptor 4	receptor	O95977	3170	Tetrapoda
S1PR5	sphingosine-1-phosphate receptor 5	receptor	Q9H228	14299	Human
SCARB1	scavenger receptor class B, member 1	receptor	Q8WTV0	1664	Euteleostomi
SCARF1	scavenger receptor class F, member 1	receptor	Q14162	16820	Amniota
SCN5A	sodium channel, voltage-gated, type V, alpha subunit	receptor	Q14524	10593	Deuterostomia
SCN8A	sodium channel, voltage gated, type VIII, alpha subunit	receptor	Q9UQD0	10596	Deuterostomia
SCTR	secretin receptor	receptor	P47872	10608	Theria
SDC1	syndecan 1	receptor	P18827	10658	Amniota
SDC2	syndecan 2	receptor	P34741	10659	Amniota
SDC3	syndecan 3	receptor	O75056	10660	Tetrapoda
SDC4	syndecan 4	receptor	P31431	10661	Euteleostomi
SELE	selectin E	receptor	P16581	10718	Amniota
SELL	selectin L	receptor	P14151	10720	Eutheria
SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	receptor	P16109	10721	Chordata
SIRPA	signal-regulatory protein alpha	receptor	P78324	9662	Amniota
SIRPB1	signal-regulatory protein beta 1	receptor	O00241	15928	Amniota
SIRPG	signal-regulatory protein gamma	receptor	Q9P1W8	15757	Human
SLC16A2	solute carrier family 16, member 2 (thyroid hormone transporter)	receptor	P36021	10923	Theria
SLC16A4	solute carrier family 16, member 4	receptor	O15374	10925	Deuterostomia
SLC17A7	solute carrier family 17 (vesicular glutamate transporter), member 7	receptor	Q9P2U7	16704	Bilateria
SLC18A2	solute carrier family 18 (vesicular monoamine transporter), member 2	receptor	Q05940	10935	Bilateria
SLC18A3	solute carrier family 18 (vesicular acetylcholine transporter), member 3	receptor	Q16572	10936	Bilateria
SLC37A1	solute carrier family 37 (glucose-6-phosphate transporter), member 1	receptor	P57057	11024	Euteleostomi
SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	receptor	Q9NP59	10909	Deuterostomia
SLC44A5	solute carrier family 44, member 5	receptor	Q8NCS7	28524	Bilateria
SLC45A3	solute carrier family 45, member 3	receptor	Q96JT2	8642	Euteleostomi
SLC5A11	solute carrier family 5 (sodium/inositol cotransporter), member 11	receptor	Q8WWX8	23091	Deuterostomia
SLC9C2	solute carrier family 9, member C2 (putative)	receptor	Q5TAH2	28664	Theria
SMO	smoothened, frizzled class receptor	receptor	Q99835	11119	Deuterostomia
SORCS3	sortilin-related VPS10 domain containing receptor 3	receptor	Q9UPU3	16699	Tetrapoda
SORL1	sortilin-related receptor, L(DLR class) A repeats containing	receptor	Q92673	11185	Deuterostomia
SORT1	sortilin 1	receptor	Q99523	11186	Euteleostomi
SSTR1	somatostatin receptor 1	receptor	P30872	11330	Theria
SSTR2	somatostatin receptor 2	receptor	P30874	11331	Bilateria
SSTR3	somatostatin receptor 3	receptor	P32745	11332	Euarchontoglires
SSTR4	somatostatin receptor 4	receptor	P31391	11333	Euarchontoglires
SSTR5	somatostatin receptor 5	receptor	P35346	11334	Euteleostomi
ST14	suppression of tumorigenicity 14 (colon carcinoma)	receptor	Q9Y5Y6	11344	Euteleostomi
STRA6	stimulated by retinoic acid 6	receptor	Q9BX79	30650	Euteleostomi
TACR1	tachykinin receptor 1	receptor	P25103	11526	Euteleostomi
TACR2	tachykinin receptor 2	receptor	P21452	11527	Amniota
TACR3	tachykinin receptor 3	receptor	P29371	11528	Euteleostomi
TBXA2R	thromboxane A2 receptor	receptor	P21731	11608	Euteleostomi
TEK	TEK tyrosine kinase, endothelial	receptor	Q02763	11724	Deuterostomia
TFR2	transferrin receptor 2	receptor	Q9UP52	11762	Theria
TFRC	transferrin receptor	receptor	P02786	11763	Euteleostomi
TGFBR1	transforming growth factor, beta receptor 1	receptor	P36897	11772	Bilateria
TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	receptor	P37173	11773	Human
TGFBR3	transforming growth factor, beta receptor III	receptor	Q03167	11774	Euteleostomi
THBD	thrombomodulin	receptor	P07204	11784	Amniota
TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	receptor	P35590	11809	Deuterostomia
TLR1	toll-like receptor 1	receptor	Q15399	11847	Euteleostomi
TLR2	toll-like receptor 2	receptor	O60603	11848	Chordata
TLR4	toll-like receptor 4	receptor	O00206	11850	Amniota
TLR5	toll-like receptor 5	receptor	O60602	11851	Euteleostomi
TLR6	toll-like receptor 6	receptor	Q9Y2C9	16711	Euteleostomi
TLR9	toll-like receptor 9	receptor	Q9NR96	15633	NA
TMEM222	transmembrane protein 222	receptor	Q9H0R3	25363	Eukaryota
TMEM67	transmembrane protein 67	receptor	Q5HYA8	28396	Bilateria
TMEM8A	transmembrane protein 8A	receptor	Q9HCN3	17205	Euteleostomi
TMPRSS6	transmembrane protease, serine 6	receptor	Q8IU80	16517	Tetrapoda
TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	receptor	O00220	11904	Euarchontoglires
TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	receptor	O14763	11905	Homininae
TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	receptor	O14798	11906	Homininae
TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	receptor	Q9UBN6	11907	Catarrhini
TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	receptor	Q9Y6Q6	11908	Amniota
TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	receptor	O00300	11909	Euteleostomi
TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A	receptor	Q9NP84	18152	Mammalia
TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	receptor	O14836	18153	NA
TNFRSF13C	tumor necrosis factor receptor superfamily, member 13C	receptor	Q96RJ3	17755	Eutheria
TNFRSF14	tumor necrosis factor receptor superfamily, member 14	receptor	Q92956	11912	Euarchontoglires
TNFRSF17	tumor necrosis factor receptor superfamily, member 17	receptor	Q02223	11913	Mammalia
TNFRSF18	tumor necrosis factor receptor superfamily, member 18	receptor	Q9Y5U5	11914	Amniota
TNFRSF19	tumor necrosis factor receptor superfamily, member 19	receptor	Q9NS68	11915	Euteleostomi
TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	receptor	P19438	11916	Amniota
TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	receptor	P20333	11917	Amniota
TNFRSF21	tumor necrosis factor receptor superfamily, member 21	receptor	O75509	13469	Euteleostomi
TNFRSF25	tumor necrosis factor receptor superfamily, member 25	receptor	Q93038	11910	Amniota
TNFRSF4	tumor necrosis factor receptor superfamily, member 4	receptor	P43489	11918	Theria
TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	receptor	O95407	11921	NA
TNFRSF8	tumor necrosis factor receptor superfamily, member 8	receptor	P28908	11923	Eutheria
TNFRSF9	tumor necrosis factor receptor superfamily, member 9	receptor	Q07011	11924	Amniota
TRAF2	TNF receptor-associated factor 2	receptor	Q12933	12032	Euteleostomi
TRAF3	TNF receptor-associated factor 3	receptor	Q13114	12033	Deuterostomia
TREM2	triggering receptor expressed on myeloid cells 2	receptor	Q9NZC2	17761	Amniota
TRHR	thyrotropin-releasing hormone receptor	receptor	P34981	12299	Bilateria
TSHR	thyroid stimulating hormone receptor	receptor	P16473	12373	Bilateria
TSPAN1	tetraspanin 1	receptor	O60635	20657	Euteleostomi
TYRO3	TYRO3 protein tyrosine kinase	receptor	Q06418	12446	Chordata
TYROBP	TYRO protein tyrosine kinase binding protein	receptor	O43914	12449	Mammalia
UNC5A	unc-5 homolog A (C. elegans)	receptor	Q6ZN44	12567	Chordata
UNC5B	unc-5 homolog B (C. elegans)	receptor	Q8IZJ1	12568	Chordata
UNC5C	unc-5 homolog C (C. elegans)	receptor	O95185	12569	Chordata
UNC5D	unc-5 homolog D (C. elegans)	receptor	Q6UXZ4	18634	Chordata
UTS2R	urotensin 2 receptor	receptor	Q9UKP6	4468	Euteleostomi
VANGL1	VANGL planar cell polarity protein 1	receptor	Q8TAA9	15512	Chordata
VIPR1	vasoactive intestinal peptide receptor 1	receptor	P32241	12694	Euteleostomi
VIPR2	vasoactive intestinal peptide receptor 2	receptor	P41587	12695	Amniota
VLDLR	very low density lipoprotein receptor	receptor	P98155	12698	Euteleostomi
VTCN1	V-set domain containing T cell activation inhibitor 1	receptor	Q7Z7D3	28873	Tetrapoda
XCR1	chemokine (C motif) receptor 1	receptor	P46094	1625	Amniota
ZNRF3	zinc and ring finger 3	receptor	Q9ULT6	18126	Euteleostomi
