ApprovedSymbol	UniProtID	HGNCID	ApprovedName	Consensus_Call	Taxon	Age	Class
DDR1	Q08345	2730	discoidin domain receptor tyrosine kinase 1	plasma membrane	Deuterostomia	824	Receptor
DDR2	Q16832	2731	discoidin domain receptor tyrosine kinase 2	plasma membrane	Deuterostomia	824	Receptor
DPP4	P27487	3009	dipeptidyl-peptidase 4	plasma membrane. secreted	Opisthokonta	1368	Receptor
DRD2	P14416	3023	dopamine receptor D2	plasma membrane	Euteleostomi	454	Receptor
DRD4	P21917	3025	dopamine receptor D4	plasma membrane	Human	0	Receptor
DYSF	O75923	3097	dysferlin	plasma membrane	Bilateria	910	Receptor
EDA2R	Q9HAV5	17756	ectodysplasin A2 receptor	plasma membrane	Euarchontoglires	91	Receptor
EDAR	Q9UNE0	2895	ectodysplasin A receptor	plasma membrane	Chordata	797	Receptor
EDNRA	P25101	3179	endothelin receptor type A	plasma membrane	Human	0	Receptor
EDNRB	P24530	3180	endothelin receptor type B	endoplasmic reticulum. lysosome. plasma membrane	Euteleostomi	454	Receptor
EGFR	P00533	3236	epidermal growth factor receptor	cytoplasm. endoplasmic reticulum membrane. endosome. golgi apparatus membrane. nucleus. nucleus membrane. plasma membrane. secreted	Bilateria	910	Receptor
ELTD1	Q9HBW9	20822	EGF, latrophilin and seven transmembrane domain containing 1	plasma membrane	Human	0	Receptor
EMR2	Q9UHX3	3337	egf-like module containing, mucin-like, hormone receptor-like 2	plasma membrane	Mammalia	220	Receptor
ENG	P17813	3349	endoglin	plasma membrane	Theria	176	Receptor
EPHA1	P21709	3385	EPH receptor A1	plasma membrane. secreted	Bilateria	910	Receptor
EPHA2	P29317	3386	EPH receptor A2	plasma membrane	Bilateria	910	Receptor
EPHA3	P29320	3387	EPH receptor A3	cytoplasm. plasma membrane. secreted	Bilateria	910	Receptor
EPHA4	P54764	3388	EPH receptor A4	plasma membrane	Bilateria	910	Receptor
EPHA5	P54756	3389	EPH receptor A5	plasma membrane	Bilateria	910	Receptor
EPHA6	Q9UF33	19296	EPH receptor A6	plasma membrane	Bilateria	910	Receptor
EPHA7	Q15375	3390	EPH receptor A7	plasma membrane. secreted	Bilateria	910	Receptor
EPHA8	P29322	3391	EPH receptor A8	plasma membrane	Bilateria	910	Receptor
EPHB1	P54762	3392	EPH receptor B1	plasma membrane	Bilateria	910	Receptor
EPHB2	P29323	3393	EPH receptor B2	plasma membrane	Bilateria	910	Receptor
EPHB3	P54753	3394	EPH receptor B3	plasma membrane	Bilateria	910	Receptor
EPHB4	P54760	3395	EPH receptor B4	plasma membrane	Bilateria	910	Receptor
EPHB6	O15197	3396	EPH receptor B6	plasma membrane. secreted	Bilateria	910	Receptor
EPOR	P19235	3416	erythropoietin receptor	endoplasmic reticulum. plasma membrane. secreted	Euteleostomi	454	Receptor
ERBB2	P04626	3430	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	cytoplasm. nucleus. plasma membrane. secreted	Bilateria	910	Receptor
ERBB3	P21860	3431	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	plasma membrane. secreted	Bilateria	910	Receptor
ERBB4	Q15303	3432	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	cytoplasm. mitochondrion. nucleus. plasma membrane	Bilateria	910	Receptor
ESAM	Q96AP7	17474	endothelial cell adhesion molecule	plasma membrane	Amniota	324	Receptor
F11R	Q9Y624	14685	F11 receptor	plasma membrane	Euteleostomi	454	Receptor
F2R	P25116	3537	coagulation factor II (thrombin) receptor	endosome. plasma membrane	Human	0	Receptor
F2RL1	P55085	3538	coagulation factor II (thrombin) receptor-like 1	endosome. golgi apparatus. lysosome. plasma membrane	Euteleostomi	454	Receptor
F2RL2	O00254	3539	coagulation factor II (thrombin) receptor-like 2	cytoplasm. plasma membrane	Tetrapoda	361	Receptor
F2RL3	Q96RI0	3540	coagulation factor II (thrombin) receptor-like 3	plasma membrane	Tetrapoda	361	Receptor
F3	P13726	3541	coagulation factor III (thromboplastin, tissue factor)	plasma membrane. secreted	Amniota	324	Receptor
FAP	Q12884	3590	fibroblast activation protein, alpha	cytoplasm. plasma membrane	Opisthokonta	1368	Receptor
FAS	P25445	11920	Fas cell surface death receptor	cytoplasm. plasma membrane. secreted	Amniota	324	Receptor
FCER1A	P12319	3609	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	plasma membrane	Theria	176	Receptor
FCGR1A	P12314	3613	Fc fragment of IgG, high affinity Ia, receptor (CD64)	plasma membrane	Euteleostomi	454	Receptor
FGFR1	P11362	3688	fibroblast growth factor receptor 1	cytoplasm. nucleus. plasma membrane	Bilateria	910	Receptor
FGFR2	P21802	3689	fibroblast growth factor receptor 2	cytoplasm. golgi apparatus. nucleus. plasma membrane. secreted	Bilateria	910	Receptor
FGFR3	P22607	3690	fibroblast growth factor receptor 3	cytoplasm. endoplasmic reticulum. nucleus. plasma membrane. secreted	Bilateria	910	Receptor
FGFR4	P22455	3691	fibroblast growth factor receptor 4	endoplasmic reticulum. endosome. plasma membrane. secreted	Bilateria	910	Receptor
FGFRL1	Q8N441	3693	fibroblast growth factor receptor-like 1	cytoplasm. golgi apparatus. nucleus. plasma membrane	Deuterostomia	824	Receptor
FLT1	P17948	3763	fms-related tyrosine kinase 1	endosome. plasma membrane. secreted	Deuterostomia	824	Receptor
FLT3	P36888	3765	fms-related tyrosine kinase 3	endoplasmic reticulum. plasma membrane	Mammalia	220	Receptor
FLT4	P35916	3767	fms-related tyrosine kinase 4	cytoplasm. nucleus. plasma membrane. secreted	Deuterostomia	824	Receptor
FPR1	P21462	3826	formyl peptide receptor 1	golgi apparatus. plasma membrane	Mammalia	220	Receptor
FPR2	P25090	3827	formyl peptide receptor 2	plasma membrane	Theria	176	Receptor
FPR3	P25089	3828	formyl peptide receptor 3	plasma membrane	Theria	176	Receptor
FSHR	P23945	3969	follicle stimulating hormone receptor	plasma membrane	Bilateria	910	Receptor
FXYD6	Q9H0Q3	4030	FXYD domain containing ion transport regulator 6	plasma membrane	Amniota	324	Receptor
FZD1	Q9UP38	4038	frizzled class receptor 1	plasma membrane	Bilateria	910	Receptor
FZD10	Q9ULW2	4039	frizzled class receptor 10	plasma membrane	Deuterostomia	824	Receptor
FZD2	Q14332	4040	frizzled class receptor 2	plasma membrane	Bilateria	910	Receptor
FZD3	Q9NPG1	4041	frizzled class receptor 3	cytoplasm. plasma membrane	Chordata	797	Receptor
FZD4	Q9ULV1	4042	frizzled class receptor 4	cytoplasm. plasma membrane	Tetrapoda	361	Receptor
FZD5	Q13467	4043	frizzled class receptor 5	golgi apparatus. plasma membrane	Bilateria	910	Receptor
FZD6	O60353	4044	frizzled class receptor 6	cytoplasm. plasma membrane	Chordata	797	Receptor
FZD7	O75084	4045	frizzled class receptor 7	cytoplasm. plasma membrane	Bilateria	910	Receptor
FZD8	Q9H461	4046	frizzled class receptor 8	plasma membrane	Bilateria	910	Receptor
FZD9	O00144	4047	frizzled class receptor 9	cytoplasm. plasma membrane	Deuterostomia	824	Receptor
GABBR2	O75899	4507	gamma-aminobutyric acid (GABA) B receptor, 2	plasma membrane	Bilateria	910	Receptor
GALR1	P47211	4132	galanin receptor 1	plasma membrane	Deuterostomia	824	Receptor
GALR2	O43603	4133	galanin receptor 2	plasma membrane	Euteleostomi	454	Receptor
GALR3	O60755	4134	galanin receptor 3	plasma membrane	Tetrapoda	361	Receptor
GCGR	P47871	4192	glucagon receptor	plasma membrane	Euteleostomi	454	Receptor
GFRA1	P56159	4243	GDNF family receptor alpha 1	cytoplasm. nucleus. plasma membrane	Euteleostomi	454	Receptor
GFRA2	O00451	4244	GDNF family receptor alpha 2	secreted	Euteleostomi	454	Receptor
GFRA3	O60609	4245	GDNF family receptor alpha 3	plasma membrane	Theria	176	Receptor
GFRA4	Q9GZZ7	13821	GDNF family receptor alpha 4	secreted	Eutheria	97	Receptor
GHR	P10912	4263	growth hormone receptor	plasma membrane. secreted	Euteleostomi	454	Receptor
GHRHR	Q02643	4266	growth hormone releasing hormone receptor	cytoplasm. nucleus. plasma membrane	Theria	176	Receptor
GHSR	Q92847	4267	growth hormone secretagogue receptor	plasma membrane	Chordata	797	Receptor
GIPR	P48546	4271	gastric inhibitory polypeptide receptor	plasma membrane	Theria	176	Receptor
GJB2	P29033	4284	gap junction protein, beta 2, 26kDa	plasma membrane	Mammalia	220	Receptor
GLP1R	P43220	4324	glucagon-like peptide 1 receptor	plasma membrane	Tetrapoda	361	Receptor
GLP2R	O95838	4325	glucagon-like peptide 2 receptor	plasma membrane	Tetrapoda	361	Receptor
GNRHR	P30968	4421	gonadotropin-releasing hormone receptor	plasma membrane	Bilateria	910	Receptor
GP1BA	P07359	4439	glycoprotein Ib (platelet), alpha polypeptide	plasma membrane	Tetrapoda	361	Receptor
GP1BB	P13224	4440	glycoprotein Ib (platelet), beta polypeptide	plasma membrane	Homininae	6	Receptor
GP9	P14770	4444	glycoprotein IX (platelet)	plasma membrane	Amniota	324	Receptor
GPC1	P35052	4449	glypican 1	endosome. plasma membrane. secreted	Euteleostomi	454	Receptor
GPC2	Q8N158	4450	glypican 2	plasma membrane	Mammalia	220	Receptor
GPC4	O75487	4452	glypican 4	plasma membrane	Bilateria	910	Receptor
GPC5	P78333	4453	glypican 5	plasma membrane	Euteleostomi	454	Receptor
GPIHBP1	Q8IV16	24945	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	endoplasmic reticulum	Euarchontoglires	91	Receptor
GPR1	P46091	4463	G protein-coupled receptor 1	plasma membrane	Amniota	324	Receptor
GPR135	Q8IZ08	19991	G protein-coupled receptor 135	plasma membrane	Human	0	Receptor
GPR151	Q8TDV0	23624	G protein-coupled receptor 151	plasma membrane	Mammalia	220	Receptor
GPR162	Q16538	16693	G protein-coupled receptor 162	plasma membrane	NA	NA	Receptor
GPR182	O15218	13708	G protein-coupled receptor 182	plasma membrane	Theria	176	Receptor
GPR37	O15354	4494	G protein-coupled receptor 37 (endothelin receptor type B-like)	cytoplasm. endoplasmic reticulum. endoplasmic reticulum membrane. plasma membrane	Chordata	797	Receptor
GPR37L1	O60883	14923	G protein-coupled receptor 37 like 1	plasma membrane	Amniota	324	Receptor
GPR39	O43194	4496	G protein-coupled receptor 39	plasma membrane	Euteleostomi	454	Receptor
GPR56	Q9Y653	4512	G protein-coupled receptor 56	plasma membrane. secreted	Tetrapoda	361	Receptor
GPR75	O95800	4526	G protein-coupled receptor 75	plasma membrane	Theria	176	Receptor
GRIN2C	Q14957	4587	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	plasma membrane	Euteleostomi	454	Receptor
GRIN2D	O15399	4588	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	plasma membrane	Euteleostomi	454	Receptor
GRM1	Q13255	4593	glutamate receptor, metabotropic 1	endoplasmic reticulum. plasma membrane. secreted	Bilateria	910	Receptor
GRM5	P41594	4597	glutamate receptor, metabotropic 5	endoplasmic reticulum membrane. nucleus membrane. plasma membrane	Bilateria	910	Receptor
GRPR	P30550	4609	gastrin-releasing peptide receptor	plasma membrane	Amniota	324	Receptor
GUCY2C	P25092	4688	guanylate cyclase 2C (heat stable enterotoxin receptor)	endoplasmic reticulum membrane. plasma membrane	Euteleostomi	454	Receptor
GUCY2D	Q02846	4689	guanylate cyclase 2D, membrane (retina-specific)	plasma membrane	Euteleostomi	454	Receptor
GYPE	P15421	4705	glycophorin E (MNS blood group)	plasma membrane	Homininae	6	Receptor
HCRTR1	O43613	4848	hypocretin (orexin) receptor 1	plasma membrane	Eutheria	97	Receptor
HCRTR2	O43614	4849	hypocretin (orexin) receptor 2	plasma membrane	Deuterostomia	824	Receptor
HFE	Q30201	4886	hemochromatosis	cytoplasm. plasma membrane	Theria	176	Receptor
HFE2	Q6ZVN8	4887	hemochromatosis type 2 (juvenile)	plasma membrane	Human	0	Receptor
HHIP	Q96QV1	14866	hedgehog interacting protein	cytoplasm	Euteleostomi	454	Receptor
HLA-F	P30511	4963	major histocompatibility complex, class I, F	plasma membrane	Catarrhini	29	Receptor
HMMR	O75330	5012	hyaluronan-mediated motility receptor (RHAMM)	cytoplasm. mitochondrion. nucleus	Chordata	797	Receptor
HRH4	Q9H3N8	17383	histamine receptor H4	plasma membrane	Theria	176	Receptor
HTR2A	P28223	5293	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	plasma membrane	Amniota	324	Receptor
HTR2C	P28335	5295	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	plasma membrane	Chordata	797	Receptor
HTR6	P50406	5301	5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	plasma membrane	Theria	176	Receptor
IFITM1	P13164	5412	interferon induced transmembrane protein 1	plasma membrane	Eutheria	97	Receptor
IFNAR1	P17181	5432	interferon (alpha, beta and omega) receptor 1	plasma membrane	Amniota	324	Receptor
IFNAR2	P48551	5433	interferon (alpha, beta and omega) receptor 2	plasma membrane. secreted	Amniota	324	Receptor
IFNGR1	P15260	5439	interferon gamma receptor 1	plasma membrane	Amniota	324	Receptor
IFNGR2	P38484	5440	interferon gamma receptor 2 (interferon gamma transducer 1)	plasma membrane	Euteleostomi	454	Receptor
IFNLR1	Q8IU57	18584	interferon, lambda receptor 1	plasma membrane	Amniota	324	Receptor
IGF1R	P08069	5465	insulin-like growth factor 1 receptor	plasma membrane	Bilateria	910	Receptor
IGF2R	P11717	5467	insulin-like growth factor 2 receptor	cytoplasm. lysosome membrane. nucleus. plasma membrane	Deuterostomia	824	Receptor
IGFLR1	Q9H665	23620	IGF-like family receptor 1	plasma membrane	Theria	176	Receptor
IL10RA	Q13651	5964	interleukin 10 receptor, alpha	plasma membrane	Amniota	324	Receptor
IL10RB	Q08334	5965	interleukin 10 receptor, beta	plasma membrane	NA	NA	Receptor
IL11RA	Q14626	5967	interleukin 11 receptor, alpha	plasma membrane	Euteleostomi	454	Receptor
IL12RB1	P42701	5971	interleukin 12 receptor, beta 1	plasma membrane	Amniota	324	Receptor
IL12RB2	Q99665	5972	interleukin 12 receptor, beta 2	plasma membrane	Euteleostomi	454	Receptor
IL13RA1	P78552	5974	interleukin 13 receptor, alpha 1	nucleus. plasma membrane	Human	0	Receptor
IL13RA2	Q14627	5975	interleukin 13 receptor, alpha 2	plasma membrane	Euteleostomi	454	Receptor
IL15RA	Q13261	5978	interleukin 15 receptor, alpha	endoplasmic reticulum membrane. golgi apparatus membrane. nucleus membrane. secreted	Theria	176	Receptor
IL17RA	Q96F46	5985	interleukin 17 receptor A	plasma membrane	Amniota	324	Receptor
IL17RB	Q9NRM6	18015	interleukin 17 receptor B	plasma membrane. secreted	Theria	176	Receptor
IL17RC	Q8NAC3	18358	interleukin 17 receptor C	plasma membrane	Amniota	324	Receptor
IL18R1	Q13478	5988	interleukin 18 receptor 1	plasma membrane	Amniota	324	Receptor
IL18RAP	O95256	5989	interleukin 18 receptor accessory protein	plasma membrane	Amniota	324	Receptor
IL1R1	P14778	5993	interleukin 1 receptor, type I	plasma membrane. secreted	Amniota	324	Receptor
IL1R2	P27930	5994	interleukin 1 receptor, type II	plasma membrane. secreted	Tetrapoda	361	Receptor
IL1RAP	Q9NPH3	5995	interleukin 1 receptor accessory protein	plasma membrane. secreted	Tetrapoda	361	Receptor
IL1RAPL1	Q9NZN1	5996	interleukin 1 receptor accessory protein-like 1	cytoplasm. plasma membrane	Euteleostomi	454	Receptor
IL1RL2	Q9HB29	5999	interleukin 1 receptor-like 2	plasma membrane	Theria	176	Receptor
IL20RA	Q9UHF4	6003	interleukin 20 receptor, alpha	plasma membrane	Chordata	797	Receptor
IL20RB	Q6UXL0	6004	interleukin 20 receptor beta	n/a	Amniota	324	Receptor
IL21R	Q9HBE5	6006	interleukin 21 receptor	plasma membrane	Euteleostomi	454	Receptor
IL22RA1	Q8N6P7	13700	interleukin 22 receptor, alpha 1	secreted	Amniota	324	Receptor
IL22RA2	Q969J5	14901	interleukin 22 receptor, alpha 2	secreted	Amniota	324	Receptor
IL23R	Q5VWK5	19100	interleukin 23 receptor	plasma membrane	Amniota	324	Receptor
IL27RA	Q6UWB1	17290	interleukin 27 receptor, alpha	plasma membrane	Eutheria	97	Receptor
IL2RA	P01589	6008	interleukin 2 receptor, alpha	cytoplasm. plasma membrane	Amniota	324	Receptor
IL2RB	P14784	6009	interleukin 2 receptor, beta	plasma membrane	Mammalia	220	Receptor
IL2RG	P31785	6010	interleukin 2 receptor, gamma	plasma membrane	Theria	176	Receptor
IL31RA	Q8NI17	18969	interleukin 31 receptor A	plasma membrane	Theria	176	Receptor
IL3RA	P26951	6012	interleukin 3 receptor, alpha (low affinity)	plasma membrane	Homininae	6	Receptor
IL4R	P24394	6015	interleukin 4 receptor	plasma membrane. secreted	Amniota	324	Receptor
IL5RA	Q01344	6017	interleukin 5 receptor, alpha	plasma membrane. secreted	Amniota	324	Receptor
IL6R	P08887	6019	interleukin 6 receptor	plasma membrane. secreted	Theria	176	Receptor
IL6ST	P40189	6021	interleukin 6 signal transducer (gp130, oncostatin M receptor)	cytoplasm. nucleus. plasma membrane. secreted	Euteleostomi	454	Receptor
IL7R	P16871	6024	interleukin 7 receptor	plasma membrane. secreted	Amniota	324	Receptor
IL9R	Q01113	6030	interleukin 9 receptor	plasma membrane. secreted	Eutheria	97	Receptor
INSR	P06213	6091	insulin receptor	nucleus. plasma membrane	Bilateria	910	Receptor
ITGA1	P56199	6134	integrin, alpha 1	cytoplasm. plasma membrane. secreted	Chordata	797	Receptor
ITGA10	O75578	6135	integrin, alpha 10	secreted	Chordata	797	Receptor
ITGA11	Q9UKX5	6136	integrin, alpha 11	cytoplasm. plasma membrane	Chordata	797	Receptor
ITGA2	P17301	6137	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	cytoplasm. plasma membrane	Chordata	797	Receptor
ITGA2B	P08514	6138	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	plasma membrane	Bilateria	910	Receptor
ITGA3	P26006	6139	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	cytoplasm. plasma membrane	Bilateria	910	Receptor
ITGA4	P13612	6140	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	plasma membrane	Euteleostomi	454	Receptor
ITGA5	P08648	6141	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	plasma membrane	Bilateria	910	Receptor
ITGA6	P23229	6142	integrin, alpha 6	plasma membrane	Bilateria	910	Receptor
ITGA7	Q13683	6143	integrin, alpha 7	nucleus. plasma membrane	Bilateria	910	Receptor
ITGA8	P53708	6144	integrin, alpha 8	plasma membrane	Bilateria	910	Receptor
ITGA9	Q13797	6145	integrin, alpha 9	plasma membrane	Euteleostomi	454	Receptor
ITGAD	Q13349	6146	integrin, alpha D	plasma membrane	Mammalia	220	Receptor
ITGAE	P38570	6147	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	plasma membrane	Mammalia	220	Receptor
ITGAL	P20701	6148	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	cytoplasm. plasma membrane	Mammalia	220	Receptor
ITGAM	P11215	6149	integrin, alpha M (complement component 3 receptor 3 subunit)	plasma membrane	Mammalia	220	Receptor
ITGAV	P06756	6150	integrin, alpha V	cytoplasm. nucleus. plasma membrane	Bilateria	910	Receptor
ITGAX	P20702	6152	integrin, alpha X (complement component 3 receptor 4 subunit)	plasma membrane	Mammalia	220	Receptor
ITGB1	P05556	6153	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	melanosome. plasma membrane	Bilateria	910	Receptor
ITGB2	P05107	6155	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	mitochondrion. plasma membrane	Bilateria	910	Receptor
ITGB3	P05106	6156	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	plasma membrane	NA	NA	Receptor
ITGB4	P16144	6158	integrin, beta 4	nucleus	Chordata	797	Receptor
ITGB5	P18084	6160	integrin, beta 5	cytoplasm. endosome. plasma membrane	Bilateria	910	Receptor
ITGB6	P18564	6161	integrin, beta 6	plasma membrane	Bilateria	910	Receptor
ITGB7	P26010	6162	integrin, beta 7	plasma membrane	Bilateria	910	Receptor
ITGB8	P26012	6163	integrin, beta 8	plasma membrane	Tetrapoda	361	Receptor
JMJD6	Q6NYC1	19355	jumonji domain containing 6	nucleus	Eukaryota	1628	Receptor
KCNA3	P22001	6221	potassium voltage-gated channel, shaker-related subfamily, member 3	plasma membrane	Bilateria	910	Receptor
KCND1	Q9NSA2	6237	potassium voltage-gated channel, Shal-related subfamily, member 1	plasma membrane	Bilateria	910	Receptor
KCND2	Q9NZV8	6238	potassium voltage-gated channel, Shal-related subfamily, member 2	plasma membrane	Bilateria	910	Receptor
KCNJ10	P78508	6256	potassium inwardly-rectifying channel, subfamily J, member 10	plasma membrane	Theria	176	Receptor
KCNJ15	Q99712	6261	potassium inwardly-rectifying channel, subfamily J, member 15	plasma membrane	Euteleostomi	454	Receptor
KCNJ4	P48050	6265	potassium inwardly-rectifying channel, subfamily J, member 4	plasma membrane	Tetrapoda	361	Receptor
KDR	P35968	6307	kinase insert domain receptor (a type III receptor tyrosine kinase)	cytoplasm. endosome. nucleus. plasma membrane. secreted	Deuterostomia	824	Receptor
KEL	P23276	6308	Kell blood group, metallo-endopeptidase	plasma membrane	Theria	176	Receptor
KIDINS220	Q9ULH0	29508	kinase D-interacting substrate, 220kDa	plasma membrane	Bilateria	910	Receptor
KIR2DL1	P43626	6329	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	plasma membrane	Human	0	Receptor
KIR2DL3	P43628	6331	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	plasma membrane	NA	NA	Receptor
KIR2DL4	Q99706	6332	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	plasma membrane	Catarrhini	29	Receptor
KIR2DS4	P43632	6336	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	plasma membrane	NA	NA	Receptor
KIR3DL1	P43629	6338	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	plasma membrane	Theria	176	Receptor
KIR3DL2	P43630	6339	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	plasma membrane	NA	NA	Receptor
KISS1R	Q969F8	4510	KISS1 receptor	plasma membrane	Euteleostomi	454	Receptor
KIT	P10721	6342	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	cytoplasm. plasma membrane	Euteleostomi	454	Receptor
KLB	Q86Z14	15527	klotho beta	cytoplasm	Bilateria	910	Receptor
KLRC1	P26715	6374	killer cell lectin-like receptor subfamily C, member 1	plasma membrane	Mammalia	220	Receptor
KLRC2	P26717	6375	killer cell lectin-like receptor subfamily C, member 2	plasma membrane	Catarrhini	29	Receptor
KLRD1	Q13241	6378	killer cell lectin-like receptor subfamily D, member 1	plasma membrane	Mammalia	220	Receptor
KLRG1	Q96E93	6380	killer cell lectin-like receptor subfamily G, member 1	plasma membrane	Euarchontoglires	91	Receptor
KLRK1	P26718	18788	killer cell lectin-like receptor subfamily K, member 1	plasma membrane	Mammalia	220	Receptor
KREMEN1	Q96MU8	17550	kringle containing transmembrane protein 1	secreted	Euteleostomi	454	Receptor
KREMEN2	Q8NCW0	18797	kringle containing transmembrane protein 2	plasma membrane	Mammalia	220	Receptor
LAMP1	P11279	6499	lysosomal-associated membrane protein 1	endosome. endosome membrane. golgi apparatus. lysosome. lysosome membrane. mitochondrion. plasma membrane	Deuterostomia	824	Receptor
LDLR	P01130	6547	low density lipoprotein receptor	endomembrane system. endosome. golgi apparatus. lysosome. plasma membrane	Euteleostomi	454	Receptor
LEPR	P48357	6554	leptin receptor	endosome. plasma membrane. secreted	Euteleostomi	454	Receptor
LGR4	Q9BXB1	13299	leucine-rich repeat containing G protein-coupled receptor 4	plasma membrane	Amniota	324	Receptor
LGR5	O75473	4504	leucine-rich repeat containing G protein-coupled receptor 5	golgi apparatus membrane. plasma membrane	Amniota	324	Receptor
LGR6	Q9HBX8	19719	leucine-rich repeat containing G protein-coupled receptor 6	plasma membrane	Amniota	324	Receptor
LHCGR	P22888	6585	luteinizing hormone/choriogonadotropin receptor	plasma membrane	Bilateria	910	Receptor
LIFR	P42702	6597	leukemia inhibitory factor receptor alpha	endoplasmic reticulum. plasma membrane. secreted	Euteleostomi	454	Receptor
LILRA3	Q8N6C8	6604	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	secreted	Theria	176	Receptor
LILRB1	Q8NHL6	6605	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	plasma membrane	Theria	176	Receptor
LILRB2	Q8N423	6606	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	plasma membrane	Theria	176	Receptor
LINGO1	Q96FE5	21205	leucine rich repeat and Ig domain containing 1	plasma membrane	Euteleostomi	454	Receptor
LMBR1L	Q6UX01	18268	limb development membrane protein 1-like	plasma membrane	Bilateria	910	Receptor
LPAR1	Q92633	3166	lysophosphatidic acid receptor 1	plasma membrane	Chordata	797	Receptor
LPAR2	Q9HBW0	3168	lysophosphatidic acid receptor 2	plasma membrane	Euteleostomi	454	Receptor
LPAR3	Q9UBY5	14298	lysophosphatidic acid receptor 3	plasma membrane	Euteleostomi	454	Receptor
LPAR4	Q99677	4478	lysophosphatidic acid receptor 4	plasma membrane	Tetrapoda	361	Receptor
LPHN1	O94910	20973	latrophilin 1	plasma membrane	Chordata	797	Receptor
LPHN2	O95490	18582	latrophilin 2	plasma membrane	Chordata	797	Receptor
LRP1	Q07954	6692	low density lipoprotein receptor-related protein 1	cytoplasm. endoplasmic reticulum. endosome. golgi apparatus. nucleus. plasma membrane. secreted	Bilateria	910	Receptor
LRP11	Q86VZ4	16936	low density lipoprotein receptor-related protein 11	plasma membrane	Euteleostomi	454	Receptor
LRP2	P98164	6694	low density lipoprotein receptor-related protein 2	endosome. plasma membrane	Bilateria	910	Receptor
LRP4	O75096	6696	low density lipoprotein receptor-related protein 4	n/a	Bilateria	910	Receptor
LRP5	O75197	6697	low density lipoprotein receptor-related protein 5	nucleus	Bilateria	910	Receptor
LRP6	O75581	6698	low density lipoprotein receptor-related protein 6	cytoplasm. endoplasmic reticulum	Bilateria	910	Receptor
LRP8	Q14114	6700	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	n/a	Euteleostomi	454	Receptor
LRRC4	Q9HBW1	15586	leucine rich repeat containing 4	plasma membrane. secreted	Euteleostomi	454	Receptor
LRRC4C	Q9HCJ2	29317	leucine rich repeat containing 4C	plasma membrane	Euteleostomi	454	Receptor
LSR	Q86X29	29572	lipolysis stimulated lipoprotein receptor	plasma membrane	Theria	176	Receptor
LTBR	P36941	6718	lymphotoxin beta receptor (TNFR superfamily, member 3)	plasma membrane	Theria	176	Receptor
LY6G6C	O95867	13936	lymphocyte antigen 6 complex, locus G6C	plasma membrane	Theria	176	Receptor
LY96	Q9Y6Y9	17156	lymphocyte antigen 96	secreted	Theria	176	Receptor
LYVE1	Q9Y5Y7	14687	lymphatic vessel endothelial hyaluronan receptor 1	plasma membrane	Tetrapoda	361	Receptor
MAG	P20916	6783	myelin associated glycoprotein	plasma membrane	Theria	176	Receptor
MAGED1	Q9Y5V3	6813	melanoma antigen family D, 1	cytoplasm. nucleus. plasma membrane	Euarchontoglires	91	Receptor
MARCO	Q9UEW3	6895	macrophage receptor with collagenous structure	plasma membrane	Theria	176	Receptor
MAS1	P04201	6899	MAS1 oncogene	plasma membrane	Tetrapoda	361	Receptor
MC1R	Q01726	6929	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	plasma membrane	NA	NA	Receptor
